"year","color_name","n_pieces"
2005,Blue-Violet,9
2019,Blue-Violet,10
1949,Bluish Gray,0
1958,Bluish Gray,0
1966,Bluish Gray,0
1973,Bluish Gray,0
1997,Bluish Gray,0
2005,Bluish Gray,16850
2019,Bluish Gray,229089
1949,Fabuland Orange,0
1958,Fabuland Orange,0
1966,Fabuland Orange,0
1973,Fabuland Orange,0
1997,Fabuland Orange,5
2005,Fabuland Orange,5
2019,Fabuland Orange,5
1949,HO Blue-gray,0
1958,HO Blue-gray,2
1966,HO Blue-gray,2
1973,HO Blue-gray,3
1997,HO Blue-gray,3
2005,HO Blue-gray,3
2019,HO Blue-gray,3
1949,HO Cyan,0
1958,HO Cyan,1
1966,HO Cyan,1
1973,HO Cyan,1
1997,HO Cyan,1
2005,HO Cyan,1
2019,HO Cyan,1
1949,HO Gold,0
1958,HO Gold,1
1966,HO Gold,1
1973,HO Gold,1
1997,HO Gold,1
2005,HO Gold,1
2019,HO Gold,1
1949,Green,0
1958,Green,0
1966,Green,0
1973,Green,0
1997,Green,263
2005,Green,567
2019,Green,567
1949,Modulex Yellow,0
1958,Modulex Yellow,0
1966,Modulex Yellow,8
1973,Modulex Yellow,8
1997,Modulex Yellow,8
2005,Modulex Yellow,8
2019,Modulex Yellow,8
1949,Pearl Sand Blue,0
1958,Pearl Sand Blue,0
1966,Pearl Sand Blue,0
1973,Pearl Sand Blue,0
1997,Pearl Sand Blue,0
2005,Pearl Sand Blue,148
2019,Pearl Sand Blue,150
1949,Speckle DBGray-Silver,0
1958,Speckle DBGray-Silver,0
1966,Speckle DBGray-Silver,0
1973,Speckle DBGray-Silver,0
1997,Speckle DBGray-Silver,0
2005,Speckle DBGray-Silver,0
2019,Speckle DBGray-Silver,8
1949,Violet,0
1958,Violet,0
1966,Violet,0
1973,Violet,0
1997,Violet,0
2005,Violet,142
2019,Violet,147
1954,Bright Reddish Orange,0
1969,Bright Reddish Orange,0
1971,Bright Reddish Orange,0
1976,Bright Reddish Orange,0
1979,Bright Reddish Orange,0
1981,Bright Reddish Orange,0
1985,Bright Reddish Orange,0
1992,Bright Reddish Orange,0
2004,Bright Reddish Orange,16
2010,Bright Reddish Orange,16
1954,Fabuland Brown,0
1969,Fabuland Brown,0
1971,Fabuland Brown,0
1976,Fabuland Brown,0
1979,Fabuland Brown,1
1981,Fabuland Brown,1
1985,Fabuland Brown,31
1992,Fabuland Brown,55
2004,Fabuland Brown,55
2010,Fabuland Brown,55
1954,Fabuland Red,0
1969,Fabuland Red,0
1971,Fabuland Red,0
1976,Fabuland Red,0
1979,Fabuland Red,1
1981,Fabuland Red,2
1985,Fabuland Red,8
1992,Fabuland Red,21
2004,Fabuland Red,23
2010,Fabuland Red,23
1954,HO Metallic Sand Blue,0
1969,HO Metallic Sand Blue,1
1971,HO Metallic Sand Blue,1
1976,HO Metallic Sand Blue,1
1979,HO Metallic Sand Blue,1
1981,HO Metallic Sand Blue,1
1985,HO Metallic Sand Blue,1
1992,HO Metallic Sand Blue,1
2004,HO Metallic Sand Blue,1
2010,HO Metallic Sand Blue,1
1954,Metallic Gold,0
1969,Metallic Gold,0
1971,Metallic Gold,0
1976,Metallic Gold,0
1979,Metallic Gold,0
1981,Metallic Gold,0
1985,Metallic Gold,0
1992,Metallic Gold,0
2004,Metallic Gold,35
2010,Metallic Gold,192
1954,Modulex Tile Brown,0
1969,Modulex Tile Brown,161
1971,Modulex Tile Brown,161
1976,Modulex Tile Brown,161
1979,Modulex Tile Brown,161
1981,Modulex Tile Brown,161
1985,Modulex Tile Brown,161
1992,Modulex Tile Brown,161
2004,Modulex Tile Brown,161
2010,Modulex Tile Brown,161
1954,Pearl Brown,0
1969,Pearl Brown,0
1971,Pearl Brown,0
1976,Pearl Brown,0
1979,Pearl Brown,0
1981,Pearl Brown,0
1985,Pearl Brown,0
1992,Pearl Brown,0
2004,Pearl Brown,13
2010,Pearl Brown,33
1954,Pearl Gold,0
1969,Pearl Gold,0
1971,Pearl Gold,0
1976,Pearl Gold,0
1979,Pearl Gold,0
1981,Pearl Gold,0
1985,Pearl Gold,0
1992,Pearl Gold,0
2004,Pearl Gold,5
2010,Pearl Gold,1948
1954,Purple,0
1969,Purple,0
1971,Purple,0
1976,Purple,0
1979,Purple,0
1981,Purple,0
1985,Purple,0
1992,Purple,0
2004,Purple,971
2010,Purple,1000
1954,Speckle Black-Gold,0
1969,Speckle Black-Gold,0
1971,Speckle Black-Gold,0
1976,Speckle Black-Gold,0
1979,Speckle Black-Gold,0
1981,Speckle Black-Gold,0
1985,Speckle Black-Gold,0
1992,Speckle Black-Gold,0
2004,Speckle Black-Gold,0
2010,Speckle Black-Gold,0
1954,Very Gray,0
1969,Very Gray,0
1971,Very Gray,0
1976,Very Gray,0
1979,Very Gray,0
1981,Very Gray,0
1985,Very Gray,0
1992,Very Gray,0
2004,Very Gray,56
2010,Very Gray,56
1954,Very Orange,0
1969,Very Orange,0
1971,Very Orange,0
1976,Very Orange,0
1979,Very Orange,0
1981,Very Orange,0
1985,Very Orange,0
1992,Very Orange,0
2004,Very Orange,16
2010,Very Orange,16
1954,Vintage Red,31
1969,Vintage Red,31
1971,Vintage Red,31
1976,Vintage Red,31
1979,Vintage Red,31
1981,Vintage Red,31
1985,Vintage Red,31
1992,Vintage Red,31
2004,Vintage Red,31
2010,Vintage Red,31
1961,Blue,975
1962,Blue,1351
1963,Blue,1565
1978,Blue,13748
1995,Blue,36698
1996,Blue,39520
2002,Blue,59240
2017,Blue,142597
1961,Coral,0
1962,Coral,0
1963,Coral,0
1978,Coral,0
1995,Coral,0
1996,Coral,0
2002,Coral,0
2017,Coral,0
1961,Brown,0
1962,Brown,0
1963,Brown,0
1978,Brown,0
1995,Brown,0
1996,Brown,0
2002,Brown,0
2017,Brown,6656
1961,Red,0
1962,Red,0
1963,Red,0
1978,Red,0
1995,Red,0
1996,Red,0
2002,Red,166
2017,Red,20015
1961,HO Aqua,1
1962,HO Aqua,1
1963,HO Aqua,1
1978,HO Aqua,1
1995,HO Aqua,1
1996,HO Aqua,1
2002,HO Aqua,1
2017,HO Aqua,1
1961,HO Sand Green,1
1962,HO Sand Green,1
1963,HO Sand Green,1
1978,HO Sand Green,1
1995,HO Sand Green,1
1996,HO Sand Green,1
2002,HO Sand Green,1
2017,HO Sand Green,1
1961,Modulex Foil Yellow,0
1962,Modulex Foil Yellow,0
1963,Modulex Foil Yellow,0
1978,Modulex Foil Yellow,0
1995,Modulex Foil Yellow,0
1996,Modulex Foil Yellow,0
2002,Modulex Foil Yellow,0
2017,Modulex Foil Yellow,0
1961,Modulex Bluish Gray,0
1962,Modulex Bluish Gray,0
1963,Modulex Bluish Gray,10
1978,Modulex Bluish Gray,10
1995,Modulex Bluish Gray,10
1996,Modulex Bluish Gray,10
2002,Modulex Bluish Gray,10
2017,Modulex Bluish Gray,10
1961,Pearl Black,0
1962,Pearl Black,0
1963,Pearl Black,0
1957,Aqua,0
1968,Aqua,0
1972,Aqua,0
1977,Aqua,0
1989,Aqua,0
1993,Aqua,0
2009,Aqua,329
2014,Aqua,329
1957,Azure,0
1968,Azure,0
1972,Azure,0
1977,Azure,0
1989,Azure,0
1993,Azure,0
2009,Azure,0
2014,Azure,502
1957,Pink,0
1968,Pink,0
1972,Pink,0
1977,Pink,0
1989,Pink,0
1993,Pink,0
2009,Pink,654
2014,Pink,2440
1957,Flat Gold,0
1968,Flat Gold,0
1972,Flat Gold,0
1977,Flat Gold,0
1989,Flat Gold,0
1993,Flat Gold,0
2009,Flat Gold,151
2014,Flat Gold,151
1957,HO Azure,0
1968,HO Azure,1
1972,HO Azure,1
1977,HO Azure,1
1989,HO Azure,1
1993,HO Azure,1
2009,HO Azure,1
2014,HO Azure,1
1957,HO Green,0
1968,HO Green,3
1972,HO Green,3
1977,HO Green,3
1989,HO Green,3
1993,HO Green,3
2009,HO Green,3
2014,HO Green,3
1957,HO Sand Blue,1
1968,HO Sand Blue,3
1972,HO Sand Blue,3
1977,HO Sand Blue,3
1989,HO Sand Blue,3
1993,HO Sand Blue,3
2009,HO Sand Blue,3
2014,HO Sand Blue,3
1957,HO Tan,1
1968,HO Tan,3
1972,HO Tan,3
1977,HO Tan,3
1989,HO Tan,3
1993,HO Tan,3
2009,HO Tan,3
2014,HO Tan,3
1957,Yellow,0
1968,Yellow,0
1972,Yellow,0
1977,Yellow,0
1989,Yellow,0
1993,Yellow,1
2009,Yellow,348
2014,Yellow,348
1957,Modulex Foil Blue,0
1968,Modulex Foil Blue,0
1972,Modulex Foil Blue,0
1977,Modulex Foil Blue,0
1989,Modulex Foil Blue,0
1993,Modulex Foil Blue,0
2009,Modulex Foil Blue,0
2014,Modulex Foil Blue,0
1957,Modulex Red,0
1968,Modulex Red,25
1972,Modulex Red,25
1977,Modulex Red,25
1989,Modulex Red,25
1993,Modulex Red,25
2009,Modulex Red,25
2014,Modulex Red,25
1957,Pearl Lime,0
1968,Pearl Lime,0
1972,Pearl Lime,0
1977,Pearl Lime,0
1989,Pearl Lime,0
1993,Pearl Lime,0
2009,Pearl Lime,41
2014,Pearl Lime,41
1957,Pearl White,0
1968,Pearl White,0
1972,Pearl White,0
1977,Pearl White,0
1989,Pearl White,0
1993,Pearl White,0
2009,Pearl White,34
2014,Pearl White,34
1957,Salmon,0
1968,Salmon,0
1972,Salmon,0
1977,Salmon,0
1989,Salmon,0
1993,Salmon,0
2009,Salmon,186
2014,Salmon,186
1957,Two-tone Silver,0
1968,Two-tone Silver,0
1972,Two-tone Silver,0
1977,Two-tone Silver,0
1989,Two-tone Silver,0
1993,Two-tone Silver,0
2009,Two-tone Silver,6
2014,Two-tone Silver,6
1957,Yellow,364
1968,Yellow,3039
1972,Yellow,4978
1977,Yellow,10721
1989,Yellow,30160
1993,Yellow,37918
2009,Yellow,102832
2014,Yellow,126759
1955,Bright Green,3
1956,Bright Green,3
1980,Bright Green,3
1986,Bright Green,3
1994,Bright Green,3
1998,Bright Green,118
2003,Bright Green,745
1955,Chrome Antique Brass,0
1956,Chrome Antique Brass,0
1980,Chrome Antique Brass,0
1986,Chrome Antique Brass,0
1994,Chrome Antique Brass,0
1998,Chrome Antique Brass,0
2003,Chrome Antique Brass,18
1955,Clikits Yellow,0
1956,Clikits Yellow,0
1980,Clikits Yellow,0
1986,Clikits Yellow,0
1994,Clikits Yellow,0
1998,Clikits Yellow,0
2003,Clikits Yellow,6
1955,Green,0
1956,Green,0
1980,Green,0
1986,Green,0
1994,Green,0
1998,Green,0
2003,Green,39
1955,Nougat,0
1956,Nougat,0
1980,Nougat,0
1986,Nougat,0
1994,Nougat,0
1998,Nougat,0
2003,Nougat,5
1955,Duplo Pink,0
1956,Duplo Pink,0
1980,Duplo Pink,0
1986,Duplo Pink,0
1994,Duplo Pink,47
1998,Duplo Pink,47
2003,Duplo Pink,47
1955,HO Sand Green,0
1956,HO Sand Green,0
1980,HO Sand Green,11
1986,HO Sand Green,11
1994,HO Sand Green,11
1998,HO Sand Green,11
2003,HO Sand Green,11
1955,Nougat,0
1956,Nougat,0
1980,Nougat,0
1986,Nougat,0
1994,Nougat,0
1998,Nougat,0
2003,Nougat,0
1955,Metal,0
1956,Metal,0
1980,Metal,43
1986,Metal,43
1994,Metal,43
1998,Metal,43
2003,Metal,43
1955,Metallic Silver,0
1956,Metallic Silver,0
1980,Metallic Silver,0
1986,Metallic Silver,0
1994,Metallic Silver,0
1998,Metallic Silver,16
2003,Metallic Silver,112
1955,Modulex Black,0
1956,Modulex Black,0
1980,Modulex Black,2501
1986,Modulex Black,2501
1994,Modulex Black,2501
1998,Modulex Black,2501
2003,Modulex Black,2501
1955,Modulex Pastel Green,0
1956,Modulex Pastel Green,0
1980,Modulex Pastel Green,34
1986,Modulex Pastel Green,34
1994,Modulex Pastel Green,34
1998,Modulex Pastel Green,34
2003,Modulex Pastel Green,34
1955,Modulex Pink Red,0
1956,Modulex Pink Red,0
1980,Modulex Pink Red,7
1986,Modulex Pink Red,7
1994,Modulex Pink Red,7
1998,Modulex Pink Red,7
2003,Modulex Pink Red,7
1955,Nougat,0
1956,Nougat,0
1980,Nougat,3
1986,Nougat,15
1994,Nougat,25
1998,Nougat,130
2003,Nougat,251
1955,Pearl Green,0
1956,Pearl Green,0
1980,Pearl Green,0
1986,Pearl Green,0
1994,Pearl Green,0
1998,Pearl Green,0
2003,Pearl Green,13
1955,Royal Blue,0
1956,Royal Blue,0
1980,Royal Blue,0
1986,Royal Blue,1
1994,Royal Blue,1
1998,Royal Blue,1
2003,Royal Blue,1
1955,Sand Purple,0
1956,Sand Purple,0
1980,Sand Purple,0
1986,Sand Purple,0
1994,Sand Purple,0
1998,Sand Purple,0
2003,Sand Purple,96
1955,Two-tone Gold,0
1956,Two-tone Gold,0
1953,Chrome Gold,0
1967,Chrome Gold,0
1974,Chrome Gold,0
1983,Chrome Gold,0
1987,Chrome Gold,0
2012,Chrome Gold,1857
2016,Chrome Gold,2242
2018,Chrome Gold,2257
2021,Chrome Gold,2324
1953,Gray,0
1967,Gray,0
1974,Gray,0
1983,Gray,489
1987,Gray,824
2012,Gray,24334
2016,Gray,24334
2018,Gray,24334
2021,Gray,24334
1953,Purple,0
1967,Purple,0
1974,Purple,0
1983,Purple,0
1987,Purple,0
2012,Purple,1354
2016,Purple,4180
2018,Purple,6482
2021,Purple,10410
1953,Duplo Purple,0
1967,Duplo Purple,0
1974,Duplo Purple,0
1983,Duplo Purple,0
1987,Duplo Purple,0
2012,Duplo Purple,1
2016,Duplo Purple,1
2018,Duplo Purple,1
2021,Duplo Purple,1
1953,HO Aqua,0
1967,HO Aqua,1
1974,HO Aqua,1
1983,HO Aqua,1
1987,HO Aqua,1
2012,HO Aqua,1
2016,HO Aqua,1
2018,HO Aqua,1
2021,HO Aqua,1
1953,HO Rose,0
1967,HO Rose,1
1974,HO Rose,1
1983,HO Rose,1
1987,HO Rose,1
2012,HO Rose,1
2016,HO Rose,1
2018,HO Rose,1
2021,HO Rose,1
1953,Bluish Gray,0
1967,Bluish Gray,0
1974,Bluish Gray,0
1983,Bluish Gray,0
1987,Bluish Gray,0
2012,Bluish Gray,132148
2016,Bluish Gray,226242
2018,Bluish Gray,288586
2021,Bluish Gray,389422
1953,Green,0
1967,Green,0
1974,Green,0
1983,Green,0
1987,Green,0
2012,Green,167
2016,Green,167
2018,Green,167
2021,Green,167
1953,Lime,0
1967,Lime,0
1974,Lime,0
1983,Lime,0
1987,Lime,0
2012,Lime,36
2016,Lime,36
2018,Lime,36
2021,Lime,36
1953,Orange,0
1967,Orange,0
1974,Orange,0
1983,Orange,0
1987,Orange,0
2012,Orange,66
2016,Orange,66
2018,Orange,66
2021,Orange,66
1953,Purple,0
1967,Purple,0
1974,Purple,0
1983,Purple,0
1987,Purple,0
2012,Purple,94
2016,Purple,94
2018,Purple,94
2021,Purple,94
1953,Salmon,0
1967,Salmon,0
1974,Salmon,0
1983,Salmon,0
1987,Salmon,0
2012,Salmon,176
2016,Salmon,176
2018,Salmon,176
2021,Salmon,176
1953,Metallic Green,0
1967,Metallic Green,0
1974,Metallic Green,0
1983,Metallic Green,0
1987,Metallic Green,0
2012,Metallic Green,23
2016,Metallic Green,23
2018,Metallic Green,23
2021,Metallic Green,23
1953,Modulex Brown,0
1967,Modulex Brown,2223
1974,Modulex Brown,2223
1983,Modulex Brown,2223
1987,Modulex Brown,2223
2012,Modulex Brown,2223
2016,Modulex Brown,2223
2018,Modulex Brown,2223
2021,Modulex Brown,2223
1953,Modulex Olive Green,0
1967,Modulex Olive Green,1111
1974,Modulex Olive Green,1111
1983,Modulex Olive Green,1111
1987,Modulex Olive Green,1111
2012,Modulex Olive Green,1111
2016,Modulex Olive Green,1111
2018,Modulex Olive Green,1111
2021,Modulex Olive Green,1111
1953,Modulex Pastel Blue,0
1967,Modulex Pastel Blue,18
1974,Modulex Pastel Blue,18
1983,Modulex Pastel Blue,18
1987,Modulex Pastel Blue,18
2012,Modulex Pastel Blue,18
2016,Modulex Pastel Blue,18
2018,Modulex Pastel Blue,18
2021,Modulex Pastel Blue,18
1953,Modulex Tile Blue,0
1967,Modulex Tile Blue,80
1974,Modulex Tile Blue,80
1983,Modulex Tile Blue,80
1987,Modulex Tile Blue,80
2012,Modulex Tile Blue,80
2016,Modulex Tile Blue,80
2018,Modulex Tile Blue,80
2021,Modulex Tile Blue,80
1953,Modulex Violet,0
1967,Modulex Violet,7
1974,Modulex Violet,7
1983,Modulex Violet,7
1987,Modulex Violet,7
2012,Modulex Violet,7
2016,Modulex Violet,7
2018,Modulex Violet,7
2021,Modulex Violet,7
1953,Modulex White,0
1967,Modulex White,2995
1974,Modulex White,2995
1983,Modulex White,2995
1987,Modulex White,2995
2012,Modulex White,2995
2016,Modulex White,2995
2018,Modulex White,2995
2021,Modulex White,2995
1953,Vibrant Yellow,0
1967,Vibrant Yellow,0
1974,Vibrant Yellow,0
1983,Vibrant Yellow,0
1987,Vibrant Yellow,0
2012,Vibrant Yellow,0
2016,Vibrant Yellow,0
2018,Vibrant Yellow,0
2021,Vibrant Yellow,0
1960,Earth Orange,0
1964,Earth Orange,0
1970,Earth Orange,0
1982,Earth Orange,14
1984,Earth Orange,16
1988,Earth Orange,23
2001,Earth Orange,109
2006,Earth Orange,153
2015,Earth Orange,153
2023,Earth Orange,153
1960,HO Tan,2
1964,HO Tan,4
1970,HO Tan,4
1982,HO Tan,4
1984,HO Tan,4
1988,HO Tan,4
2001,HO Tan,4
2006,HO Tan,4
2015,HO Tan,4
2023,HO Tan,4
1960,HO Metallic Green,1
1964,HO Metallic Green,1
1970,HO Metallic Green,1
1982,HO Metallic Green,1
1984,HO Metallic Green,1
1988,HO Metallic Green,1
2001,HO Metallic Green,1
2006,HO Metallic Green,1
2015,HO Metallic Green,1
2023,HO Metallic Green,1
1960,HO Olive Green,2
1964,HO Olive Green,3
1970,HO Olive Green,3
1982,HO Olive Green,3
1984,HO Olive Green,3
1988,HO Olive Green,3
2001,HO Olive Green,3
2006,HO Olive Green,3
2015,HO Olive Green,3
2023,HO Olive Green,3
1960,Blue,0
1964,Blue,0
1970,Blue,0
1982,Blue,0
1984,Blue,0
1988,Blue,0
2001,Blue,21
2006,Blue,44
2015,Blue,44
2023,Blue,44
1960,Turquoise,0
1964,Turquoise,0
1970,Turquoise,0
1982,Turquoise,0
1984,Turquoise,0
1988,Turquoise,0
2001,Turquoise,92
2006,Turquoise,142
2015,Turquoise,142
2023,Turquoise,142
1960,Orange,0
1964,Orange,0
1970,Orange,0
1982,Orange,0
1984,Orange,0
1988,Orange,0
2001,Orange,148
2006,Orange,477
2015,Orange,484
2023,Orange,484
1960,Modulex Orange,0
1964,Modulex Orange,7
1970,Modulex Orange,7
1982,Modulex Orange,7
1984,Modulex Orange,7
1988,Modulex Orange,7
2001,Modulex Orange,7
2006,Modulex Orange,7
2015,Modulex Orange,7
2023,Modulex Orange,7
1960,Pearl Copper,0
1964,Pearl Copper,0
1970,Pearl Copper,0
1982,Pearl Copper,0
1984,Pearl Copper,0
1988,Pearl Copper,0
2001,Pearl Copper,0
2006,Pearl Copper,0
2015,Pearl Copper,0
2023,Pearl Copper,66
1960,Pearl Gray,0
1964,Pearl Gray,0
1970,Pearl Gray,0
1982,Pearl Gray,0
1984,Pearl Gray,0
1988,Pearl Gray,0
2001,Pearl Gray,1
2006,Pearl Gray,330
2015,Pearl Gray,472
2023,Pearl Gray,473
1960,Pearl Gray,0
1964,Pearl Gray,0
1970,Pearl Gray,0
1982,Pearl Gray,0
1984,Pearl Gray,0
1988,Pearl Gray,0
2001,Pearl Gray,227
2006,Pearl Gray,3596
2015,Pearl Gray,5911
2023,Pearl Gray,5911
1960,Pearl Very Gray,0
1964,Pearl Very Gray,0
1970,Pearl Very Gray,0
1982,Pearl Very Gray,0
1984,Pearl Very Gray,0
1988,Pearl Very Gray,0
2001,Pearl Very Gray,0
2006,Pearl Very Gray,31
2015,Pearl Very Gray,31
2023,Pearl Very Gray,31
1960,Sand Blue,0
1964,Sand Blue,0
1970,Sand Blue,0
1982,Sand Blue,0
1984,Sand Blue,0
1988,Sand Blue,0
2001,Sand Blue,155
2006,Sand Blue,1233
2015,Sand Blue,1889
2023,Sand Blue,7221
1954,Chrome Black,0
1969,Chrome Black,0
1971,Chrome Black,0
1976,Chrome Black,0
1979,Chrome Black,0
1981,Chrome Black,0
1985,Chrome Black,0
1992,Chrome Black,0
2004,Chrome Black,0
2010,Chrome Black,0
1954,HO Lime,0
1969,HO Lime,1
1971,HO Lime,1
1976,HO Lime,1
1979,HO Lime,1
1981,HO Lime,1
1985,HO Lime,1
1992,HO Lime,1
2004,HO Lime,1
2010,HO Lime,1
1954,HO Turquoise,0
1969,HO Turquoise,1
1971,HO Turquoise,1
1976,HO Turquoise,1
1979,HO Turquoise,1
1981,HO Turquoise,1
1985,HO Turquoise,1
1992,HO Turquoise,1
2004,HO Turquoise,1
2010,HO Turquoise,1
1954,HO Metallic Blue,0
1969,HO Metallic Blue,2
1971,HO Metallic Blue,2
1976,HO Metallic Blue,2
1979,HO Metallic Blue,2
1981,HO Metallic Blue,2
1985,HO Metallic Blue,2
1992,HO Metallic Blue,2
2004,HO Metallic Blue,2
2010,HO Metallic Blue,2
1954,Gray,1
1969,Gray,2077
1971,Gray,2334
1976,Gray,3338
1979,Gray,7770
1981,Gray,12102
1985,Gray,18721
1992,Gray,36914
2004,Gray,104755
2010,Gray,105198
1954,Tan,0
1969,Tan,0
1971,Tan,0
1976,Tan,0
1979,Tan,0
1981,Tan,0
1985,Tan,0
1992,Tan,0
2004,Tan,0
2010,Tan,1
1954,Pink,0
1969,Pink,0
1971,Pink,0
1976,Pink,0
1979,Pink,0
1981,Pink,0
1985,Pink,0
1992,Pink,0
2004,Pink,1103
2010,Pink,1146
1954,Modulex Buff,0
1969,Modulex Buff,1625
1971,Modulex Buff,1625
1976,Modulex Buff,1625
1979,Modulex Buff,1625
1981,Modulex Buff,1625
1985,Modulex Buff,1625
1992,Modulex Buff,1625
2004,Modulex Buff,1625
2010,Modulex Buff,1625
1954,Modulex Foil Orange,0
1969,Modulex Foil Orange,0
1971,Modulex Foil Orange,0
1976,Modulex Foil Orange,0
1979,Modulex Foil Orange,0
1981,Modulex Foil Orange,0
1985,Modulex Foil Orange,0
1992,Modulex Foil Orange,0
2004,Modulex Foil Orange,0
2010,Modulex Foil Orange,0
1954,Modulex Lemon,0
1969,Modulex Lemon,22
1971,Modulex Lemon,22
1976,Modulex Lemon,22
1979,Modulex Lemon,22
1981,Modulex Lemon,22
1985,Modulex Lemon,22
1992,Modulex Lemon,22
2004,Modulex Lemon,22
2010,Modulex Lemon,22
1954,Pearl Blue,0
1969,Pearl Blue,0
1971,Pearl Blue,0
1976,Pearl Blue,0
1979,Pearl Blue,0
1981,Pearl Blue,0
1985,Pearl Blue,0
1992,Pearl Blue,0
2004,Pearl Blue,12
2010,Pearl Blue,20
1954,Sienna Brown,0
1969,Sienna Brown,0
1971,Sienna Brown,0
1976,Sienna Brown,0
1979,Sienna Brown,0
1981,Sienna Brown,0
1985,Sienna Brown,0
1992,Sienna Brown,0
2004,Sienna Brown,0
2010,Sienna Brown,0
2020,Modulex Clear,1394
2022,Modulex Clear,1394
2024,Modulex Clear,1394
1950,Modulex Foil Green,0
1959,Modulex Foil Green,0
1965,Modulex Foil Green,0
1975,Modulex Foil Green,0
1990,Modulex Foil Green,0
1991,Modulex Foil Green,0
1999,Modulex Foil Green,0
2000,Modulex Foil Green,0
2007,Modulex Foil Green,0
2008,Modulex Foil Green,0
2011,Modulex Foil Green,0
2013,Modulex Foil Green,0
2020,Modulex Foil Green,0
2022,Modulex Foil Green,0
2024,Modulex Foil Green,0
1950,Modulex Tile Gray,0
1959,Modulex Tile Gray,0
1965,Modulex Tile Gray,222
1975,Modulex Tile Gray,222
1990,Modulex Tile Gray,222
1991,Modulex Tile Gray,222
1999,Modulex Tile Gray,222
2000,Modulex Tile Gray,222
2007,Modulex Tile Gray,222
2008,Modulex Tile Gray,222
2011,Modulex Tile Gray,222
2013,Modulex Tile Gray,222
2020,Modulex Tile Gray,222
2022,Modulex Tile Gray,222
2024,Modulex Tile Gray,222
1950,Pearl Titanium,0
1959,Pearl Titanium,0
1965,Pearl Titanium,0
1975,Pearl Titanium,0
1990,Pearl Titanium,0
1991,Pearl Titanium,0
1999,Pearl Titanium,0
2000,Pearl Titanium,0
2007,Pearl Titanium,0
2008,Pearl Titanium,0
2011,Pearl Titanium,187
2013,Pearl Titanium,748
2020,Pearl Titanium,3644
2022,Pearl Titanium,5224
2024,Pearl Titanium,5845
1950,Vintage Yellow,24
1959,Vintage Yellow,24
1965,Vintage Yellow,24
1975,Vintage Yellow,24
1990,Vintage Yellow,24
1991,Vintage Yellow,24
1999,Vintage Yellow,24
2000,Vintage Yellow,24
2007,Vintage Yellow,24
2008,Vintage Yellow,24
1980,Two-tone Gold,0
1986,Two-tone Gold,0
1994,Two-tone Gold,0
1998,Two-tone Gold,0
2003,Two-tone Gold,6
1955,Umber Brown,0
1956,Umber Brown,0
1980,Umber Brown,0
1986,Umber Brown,0
1994,Umber Brown,0
1998,Umber Brown,0
2003,Umber Brown,0
1955,Vintage Green,32
1956,Vintage Green,32
1980,Vintage Green,32
1986,Vintage Green,32
1994,Vintage Green,32
1998,Vintage Green,32
2003,Vintage Green,32
1949,Copper,0
1958,Copper,0
1966,Copper,0
1973,Copper,0
1997,Copper,0
2005,Copper,34
2019,Copper,54
1949,Blue,0
1958,Blue,0
1966,Blue,0
1973,Blue,0
1997,Blue,0
2005,Blue,1833
2019,Blue,22046
1949,Duplo Turquoise,0
1958,Duplo Turquoise,0
1966,Duplo Turquoise,0
1973,Duplo Turquoise,0
1997,Duplo Turquoise,0
2005,Duplo Turquoise,2
2019,Duplo Turquoise,2
1949,HO Aqua,0
1958,HO Aqua,1
1966,HO Aqua,1
1973,HO Aqua,1
1997,HO Aqua,1
2005,HO Aqua,1
2019,HO Aqua,1
1949,Brown,0
1958,Brown,0
1966,Brown,0
1973,Brown,0
1997,Brown,0
2005,Brown,0
2019,Brown,0
1949,Lavender,0
1958,Lavender,0
1966,Lavender,0
1973,Lavender,0
1997,Lavender,0
2005,Lavender,0
2019,Lavender,3195
1949,Modulex Aqua Green,0
1958,Modulex Aqua Green,0
1966,Modulex Aqua Green,16
1973,Modulex Aqua Green,16
1997,Modulex Aqua Green,16
2005,Modulex Aqua Green,16
2019,Modulex Aqua Green,16
1949,Modulex Foil Gray,0
1958,Modulex Foil Gray,0
1966,Modulex Foil Gray,0
1973,Modulex Foil Gray,0
1997,Modulex Foil Gray,0
2005,Modulex Foil Gray,0
2019,Modulex Foil Gray,0
1949,Modulex Orange,0
1958,Modulex Orange,0
1966,Modulex Orange,25
1973,Modulex Orange,25
1997,Modulex Orange,25
2005,Modulex Orange,25
2019,Modulex Orange,25
1949,Reddish Gold,0
1958,Reddish Gold,0
1966,Reddish Gold,0
1973,Reddish Gold,0
1997,Reddish Gold,0
2005,Reddish Gold,86
2019,Reddish Gold,88
1949,Warm Tan,0
1958,Warm Tan,0
1966,Warm Tan,0
1973,Warm Tan,0
1997,Warm Tan,0
2005,Warm Tan,0
2019,Warm Tan,0
1949,Warm Yellowish Orange,0
1958,Warm Yellowish Orange,0
1966,Warm Yellowish Orange,0
1973,Warm Yellowish Orange,0
1997,Warm Yellowish Orange,0
2005,Warm Yellowish Orange,19
2019,Warm Yellowish Orange,19
1950,Duplo Blue,0
1959,Duplo Blue,0
1965,Duplo Blue,0
1975,Duplo Blue,0
1990,Duplo Blue,0
1991,Duplo Blue,0
1999,Duplo Blue,0
2000,Duplo Blue,0
2007,Duplo Blue,6
2008,Duplo Blue,6
2011,Duplo Blue,6
2013,Duplo Blue,6
