"grandparent_id","grandparent_name","parent_id","parent_name","child_id","child_name"
535,Collectible Minifigures,542,Series 7 Minifigures,,
535,Collectible Minifigures,543,Series 8 Minifigures,,
535,Collectible Minifigures,544,Series 9 Minifigures,,
535,Collectible Minifigures,545,Series 10 Minifigures,,
535,Collectible Minifigures,546,Team GB,,
535,Collectible Minifigures,547,Series 11 Minifigures,,
535,Collectible Minifigures,548,Series 12 Minifigures,,
535,Collectible Minifigures,549,The LEGO Movie,,
535,Collectible Minifigures,550,The Simpsons Series 1,,
535,Collectible Minifigures,551,Series 13 Minifigures,,
535,Collectible Minifigures,552,Series 14 Minifigures,,
535,Collectible Minifigures,553,The Simpsons Series 2,,
535,Collectible Minifigures,554,Series 15 Minifigures,,
535,Collectible Minifigures,555,Disney Series 1,,
535,Collectible Minifigures,556,Series 16 Minifigures,,
535,Collectible Minifigures,557,DFB Minifigures,,
561,The Hobbit and Lord of the Rings,562,The Hobbit,,
561,The Hobbit and Lord of the Rings,566,The Lord of the Rings,,
571,Legends of Chima,572,Speedorz,,
571,Legends of Chima,573,Constraction,,
608,Disney,579,Disney Princess,,
591,Juniors,592,DC Comics Super Heroes,,
591,Juniors,593,Disney Princess,,
591,Juniors,595,Friends,,
591,Juniors,596,Marvel Super Heroes,,
591,Juniors,597,Ninjago,,
535,Collectible Minifigures,609,The LEGO Batman Movie Series 1,,
535,Collectible Minifigures,611,Series 17 Minifigures,,
52,City,614,Jungle,,
591,Juniors,615,Cars,,
435,Ninjago,616,The LEGO Ninjago Movie,,
535,Collectible Minifigures,618,The LEGO Ninjago Movie,,
408,LEGO Brand Store,619,Cities of Wonders,,
591,Juniors,620,Jurassic World: Fallen Kingdom,,
535,Collectible Minifigures,622,Series 18 Minifigures,,
504,Duplo,626,Bob the Builder,,
504,Duplo,628,Dora the Explorer,,
504,Duplo,630,Marvel,,
504,Duplo,631,Thomas & Friends,,
504,Duplo,634,Trains,,
504,Duplo,639,Sofia the First,,
504,Duplo,647,Castle,,
504,Duplo,651,Pirates,,
504,Duplo,652,Playhouse,,
504,Duplo,653,DC Comics,,
438,Power Functions,655,Powered Up,,
535,Collectible Minifigures,656,Harry Potter and Fantastic Beasts Series 1,,
504,Duplo,657,Action Wheelers,,
504,Duplo,658,Dino,,
504,Duplo,659,Dolls,,
504,Duplo,660,Little Forest Friends,,
504,Duplo,661,Little Robots,,
504,Duplo,662,Princess Castle,,
504,Duplo,663,Rattles,,
504,Duplo,664,Toolo,,
504,Duplo,665,Western,,
504,Duplo,666,Zooters,,
246,Harry Potter,667,Fantastic Beasts,,
578,The LEGO Movie,670,The LEGO Movie II,,
22,Creator,672,Creator 3-in-1,,
22,Creator,673,Creator Expert,,
22,Creator,674,Early Creator,,
535,Collectible Minifigures,675,The LEGO Movie II,,
535,Collectible Minifigures,677,Disney Series 2,,
52,City,679,Mars Exploration,,
535,Collectible Minifigures,681,Series 19 Minifigures,,
535,Collectible Minifigures,684,DC Super Heroes,,
608,Disney,687,Frozen,,
535,Collectible Minifigures,691,Harry Potter and Fantastic Beasts Series 2,,
535,Collectible Minifigures,692,Series 20 Minifigures,,
695,Super Heroes DC,700,Justice League,,
695,Super Heroes DC,701,Superman,,
696,Super Heroes Marvel,702,Avengers,,
696,Super Heroes Marvel,704,Guardians of the Galaxy,,
696,Super Heroes Marvel,705,Iron Man,,
696,Super Heroes Marvel,707,X-Men,,
535,Collectible Minifigures,711,The LEGO Batman Movie Series 2,,
535,Collectible Minifigures,712,Series 21 Minifigures,,
535,Collectible Minifigures,714,Looney Tunes,,
535,Collectible Minifigures,715,Marvel Series 1,,
535,Collectible Minifigures,718,Series 22 Minifigures,,
535,Collectible Minifigures,720,The Muppets,,
504,Duplo,722,Jurassic World,,
535,Collectible Minifigures,725,Series 23 Minifigures,,
598,Promotional,728,McDonalds,,
598,Promotional,729,Airlines,,
501,Gear,730,Audio and Visual Media,,
501,Gear,731,Bag and Luggage Tags,,
501,Gear,732,Clocks and Watches,,
501,Gear,733,Houseware,,
501,Gear,734,Magnets,,
501,Gear,735,Plush Toys,,
501,Gear,736,Posters and Art Prints,,
501,Gear,737,Role Play Toys and Costumes,,
501,Gear,738,Seasonal,,
501,Gear,739,Stationery and Office Supplies,,
501,Gear,740,Storage,,
501,Gear,741,Tabletop Games and Puzzles,,
501,Gear,742,Video Games and Accessories,,
535,Collectible Minifigures,743,Series 24 Minifigures,,
52,City,744,Stuntz,,
535,Collectible Minifigures,745,Disney 100,,
301,Other,746,Database Sets,,
535,Collectible Minifigures,750,Marvel Series 2,,
535,Collectible Minifigures,753,Series 25 Minifigures,,
365,System,756,Samsonite,,
497,Books,757,Ideas Books,,
497,Books,758,Non-fiction Books,,
497,Books,759,Story Books,,
497,Books,760,Activity Books,,
497,Books,761,Activity Books with LEGO Parts,,
535,Collectible Minifigures,762,Series 26 Minifigures,,
324,Bionicle,341,Playsets,,
324,Bionicle,360,Protectors,,
206,Seasonal,227,Christmas,228,Creator
507,Educational and Dacta,518,Mindstorms,521,WeDo
507,Educational and Dacta,524,Service Packs,525,Technic
507,Educational and Dacta,529,Technic,531,eLAB
504,Duplo,632,Town,650,Legoville
695,Super Heroes DC,697,Batman,708,The LEGO Batman Movie
696,Super Heroes Marvel,706,Spider-Man,755,Spidey and His Amazing Friends
504,Duplo,754,Disney,648,Doc McStuffins
507,Educational and Dacta,518,Mindstorms,520,RCX
507,Educational and Dacta,529,Technic,530,Control Lab
504,Duplo,632,Town,636,My Town
695,Super Heroes DC,697,Batman,698,UCS
504,Duplo,754,Disney,641,Mickey & Friends
206,Seasonal,207,Advent,751,Marvel
507,Educational and Dacta,518,Mindstorms,519,NXT
504,Duplo,754,Disney,640,Disney Princess
206,Seasonal,207,Advent,710,Harry Potter
504,Duplo,754,Disney,638,Jake and the Never Land Pirates
206,Seasonal,207,Advent,216,Friends
504,Duplo,754,Disney,635,Winnie the Pooh
206,Seasonal,207,Advent,215,Pirates
504,Duplo,754,Disney,633,Toy Story
206,Seasonal,207,Advent,214,Creator
504,Duplo,754,Disney,629,Miles From Tomorrowland
206,Seasonal,207,Advent,213,Clikits
504,Duplo,754,Disney,627,Planes
206,Seasonal,207,Advent,212,Classic Basic
504,Duplo,754,Disney,506,Cars
206,Seasonal,207,Advent,211,Castle
206,Seasonal,207,Advent,210,Belville
206,Seasonal,207,Advent,209,Star Wars
206,Seasonal,207,Advent,208,City
